Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,Maine,0,320,108,21,0,0,21,
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Maine,0,318,109,21,0,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Maine,0,295,96,27,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Maine,0,308,101,28,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Maine,0,288,104,19,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Maine,0,316,107,29,0,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Maine,0,329,114,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Maine,0,299,99,18,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Maine,0,292,104,25,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Maine,0,313,103,30,0,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Maine,0,301,98,29,0,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Maine,0,277,95,16,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Maine,,279,90,31,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Maine,,300,100,35,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Maine,12,304,100,31,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Maine,11,310,112,23,0,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Maine,18,285,97,16,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Maine,,277,104,13,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Maine,,293,109,23,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Maine,10,256,98,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Maine,,267,100,15,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Maine,13,302,116,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Maine,,255,101,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Maine,,254,97,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Maine,,275,103,16,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Maine,,299,111,15,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Maine,,280,106,19,0,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Maine,,289,111,12,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Maine,,294,108,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Maine,,282,112,18,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Maine,,283,105,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Maine,,276,101,15,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Maine,,280,105,14,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Maine,,312,119,13,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Maine,,285,109,12,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Maine,,289,108,13,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Maine,,319,117,19,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Maine,,299,107,16,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Maine,,309,108,10,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Maine,,289,105,13,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Maine,,302,106,23,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Maine,,275,98,12,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Maine,,275,102,12,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Maine,,274,96,14,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Maine,,334,119,21,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Maine,14,323,109,28,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Maine,21,306,105,23,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Maine,31,349,120,23,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Maine,47,342,118,22,,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Maine,49,353,124,28,12,0,65,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Maine,28,321,111,24,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Maine,38,326,114,24,11,0,51,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Maine,31,275,96,23,,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Maine,26,282,95,17,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Maine,18,212,72,24,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,Maryland,0,"1,049",99,90,0,12,102,
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Maryland,0,"1,035",95,77,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Maryland,0,988,94,90,0,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Maryland,0,"1,003",96,62,0,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Maryland,0,"1,034",99,69,0,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Maryland,0,"1,004",96,62,0,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Maryland,0,"1,019",99,71,0,12,83,
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Maryland,0,973,94,62,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Maryland,0,"1,082",106,75,0,11,86,
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Maryland,0,"1,049",104,82,0,11,93,
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Maryland,0,"1,006",101,65,0,13,78,
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Maryland,,"1,064",107,81,,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Maryland,18,"1,092",108,101,10,10,119,
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Maryland,86,"1,191",121,156,41,,207,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Maryland,212,"1,353",135,180,90,10,308,
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Maryland,299,"1,357",143,209,118,,391,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Maryland,392,"1,538",164,206,124,,476,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Maryland,426,"1,522",160,226,147,,506,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Maryland,414,"1,446",159,215,160,,471,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Maryland,390,"1,430",158,187,134,0,443,
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Maryland,298,"1,335",147,176,111,,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Maryland,291,"1,263",144,166,104,0,353,
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Maryland,232,"1,167",125,158,104,0,286,
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Maryland,191,"1,156",126,129,76,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Maryland,134,"1,069",119,117,45,0,206,
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Maryland,115,"1,031",111,92,40,0,167,
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Maryland,92,"1,049",115,79,29,0,142,
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Maryland,74,"1,031",115,72,20,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Maryland,62,"1,025",112,74,25,0,111,
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Maryland,66,"1,001",113,74,30,0,110,
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Maryland,79,"1,066",118,81,25,0,135,
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Maryland,72,"1,006",113,73,20,0,125,
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Maryland,60,"1,062",117,74,23,0,111,
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Maryland,59,"1,002",113,64,16,0,107,
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Maryland,56,"1,036",116,70,16,0,110,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Maryland,55,"1,043",114,71,23,0,103,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Maryland,38,993,110,45,12,0,71,
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Maryland,49,988,110,64,23,0,90,
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Maryland,49,"1,071",119,92,19,0,122,
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Maryland,41,"1,072",116,59,16,0,84,
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Maryland,51,"1,084",118,92,20,0,123,
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Maryland,43,"1,049",109,72,16,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Maryland,63,"1,098",112,89,31,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Maryland,65,"1,068",112,80,24,0,121,
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Maryland,79,"1,082",111,77,26,0,130,
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Maryland,102,"1,097",111,97,43,0,156,
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Maryland,159,"1,219",125,115,54,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Maryland,233,"1,166",116,152,93,0,292,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Maryland,257,"1,236",125,153,107,0,303,
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Maryland,336,"1,329",132,196,138,0,394,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Maryland,319,"1,310",126,177,134,0,362,
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Maryland,181,"1,059",103,129,84,0,226,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Maryland,93,985,96,81,40,0,134,
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Maryland,67,810,76,84,34,0,117,
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Maryland,16,562,52,29,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
